event,league_season_id,location,event_id,cup_name,cup_id,custom_cup_ids,url,registration_url,infosheet_url,additional_info_url,starts_at,ends_at,local_start_date,local_end_date,timezone,disciplines
European Youth Cup (L) - Kranj (SLO) 2012,298,Kranj,763,European Youth Cup 2012,49.0,[],/api/v1/events/763,/api/v1/events/763/registrations,,,2012-11-24 00:00:00 UTC,2012-11-25 00:00:00 UTC,2012-11-24,2012-11-25,,"[{'id': 880, 'kind': 'lead', 'event_id': 763, 'created_at': '2020-01-31T10:00:37.000Z', 'updated_at': '2020-01-31T10:00:37.000Z', 'settings': None}]"
Rheintal Cup - Nikoloklettern Dornbirn (L) 2012,303,RC Dornbirn,788,Rheintal Cup 2012,50.0,[],/api/v1/events/788,/api/v1/events/788/registrations,,,2012-12-08 00:00:00 UTC,2012-12-08 00:00:00 UTC,2012-12-08,2012-12-08,,"[{'id': 896, 'kind': 'lead', 'event_id': 788, 'created_at': '2020-01-31T10:02:20.000Z', 'updated_at': '2020-01-31T10:02:20.000Z', 'settings': None}]"
UIAA Nordic Championship Bouldering (NOR) 2004,206,Nordic Championship,374,,,[],/api/v1/events/374,/api/v1/events/374/registrations,,,2004-02-27 00:00:00 UTC,2004-02-28 00:00:00 UTC,2004-02-27,2004-02-28,,"[{'id': 441, 'kind': 'boulder', 'event_id': 374, 'created_at': '2020-01-31T09:11:28.000Z', 'updated_at': '2020-01-31T09:11:28.000Z', 'settings': None}]"
UIAA Worldcup - Birmingham (GBR) 2004,196,Birmingham,347,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/347,/api/v1/events/347/registrations,,,2004-04-02 00:00:00 UTC,2004-04-04 00:00:00 UTC,2004-04-02,2004-04-04,,"[{'id': 404, 'kind': 'boulder', 'event_id': 347, 'created_at': '2020-01-31T09:09:14.000Z', 'updated_at': '2020-02-14T16:07:24.000Z', 'settings': None}]"
European Youth Cup - Geneva (SUI) 2004,202,EYC Geneva,366,European Youth Cup 2004,32.0,[],/api/v1/events/366,/api/v1/events/366/registrations,,,2004-04-02 00:00:00 UTC,2004-04-03 00:00:00 UTC,2004-04-02,2004-04-03,,"[{'id': 428, 'kind': 'lead', 'event_id': 366, 'created_at': '2020-01-31T09:10:27.000Z', 'updated_at': '2020-01-31T09:10:27.000Z', 'settings': None}]"
Int. Event - Open Youth Marseille (FRA) 2004,207,Marseille,376,,,[],/api/v1/events/376,/api/v1/events/376/registrations,,,2004-04-14 00:00:00 UTC,2004-04-15 00:00:00 UTC,2004-04-14,2004-04-15,,"[{'id': 442, 'kind': 'lead', 'event_id': 376, 'created_at': '2020-01-31T09:11:31.000Z', 'updated_at': '2020-01-31T09:11:31.000Z', 'settings': None}]"
UIAA Worldcup - Erlangen (GER) 2004,196,Erlangen,348,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/348,/api/v1/events/348/registrations,,,2004-04-15 00:00:00 UTC,2004-04-16 00:00:00 UTC,2004-04-15,2004-04-16,,"[{'id': 405, 'kind': 'boulder', 'event_id': 348, 'created_at': '2020-01-31T09:09:17.000Z', 'updated_at': '2020-02-14T16:07:20.000Z', 'settings': None}]"
UIAA Worldcup - Puurs (BEL) 2004,196,Puurs,349,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/349,/api/v1/events/349/registrations,,,2004-04-23 00:00:00 UTC,2004-04-25 00:00:00 UTC,2004-04-23,2004-04-25,,"[{'id': 406, 'kind': 'lead', 'event_id': 349, 'created_at': '2020-01-31T09:09:20.000Z', 'updated_at': '2020-02-14T15:16:11.000Z', 'settings': None}]"
Int. Event Melloblocco - Val di Mello (ITA) 2004,207,Melloblocco,377,,,[],/api/v1/events/377,/api/v1/events/377/registrations,,,2004-05-07 00:00:00 UTC,2004-05-08 00:00:00 UTC,2004-05-07,2004-05-08,,"[{'id': 443, 'kind': 'boulder', 'event_id': 377, 'created_at': '2020-01-31T09:11:33.000Z', 'updated_at': '2020-01-31T09:11:33.000Z', 'settings': None}]"
European Youth Cup - Imst (AUT) 2004,202,EYC Imst,367,European Youth Cup 2004,32.0,[],/api/v1/events/367,/api/v1/events/367/registrations,,,2004-05-14 00:00:00 UTC,2004-05-15 00:00:00 UTC,2004-05-14,2004-05-15,,"[{'id': 429, 'kind': 'lead', 'event_id': 367, 'created_at': '2020-01-31T09:10:35.000Z', 'updated_at': '2020-01-31T09:10:35.000Z', 'settings': None}]"
Polish Youth Championship - Gdansk 2004,206,Gdansk,375,,,[],/api/v1/events/375,/api/v1/events/375/registrations,,,2004-05-21 00:00:00 UTC,2004-05-22 00:00:00 UTC,2004-05-21,2004-05-22,,[]
UIAA Worldcup - Imst (AUT) 2004,196,Imst,350,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/350,/api/v1/events/350/registrations,,,2004-05-28 00:00:00 UTC,2004-05-29 00:00:00 UTC,2004-05-28,2004-05-29,,"[{'id': 407, 'kind': 'lead', 'event_id': 350, 'created_at': '2020-01-31T09:09:21.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
EYCD - European Youth Climbing Days Arco (ITA) 2004,207,Youth Arco,378,,,[],/api/v1/events/378,/api/v1/events/378/registrations,,,2004-05-28 00:00:00 UTC,2004-05-29 00:00:00 UTC,2004-05-28,2004-05-29,,[]
Spiderkids - Youth Color Climbing Festival Imst (AUT) 2004,207,Youth Imnt,379,,,[],/api/v1/events/379,/api/v1/events/379/registrations,,,2004-06-04 00:00:00 UTC,2004-06-05 00:00:00 UTC,2004-06-04,2004-06-05,,[]
UIAA Worldcup - Fiera di Primiero (ITA) 2004,196,Fiera di Primiero,351,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/351,/api/v1/events/351/registrations,,,2004-06-18 00:00:00 UTC,2004-06-20 00:00:00 UTC,2004-06-18,2004-06-20,,"[{'id': 408, 'kind': 'boulder', 'event_id': 351, 'created_at': '2020-01-31T09:09:25.000Z', 'updated_at': '2020-02-14T16:07:25.000Z', 'settings': None}]"
UIAA European Championship - Lecco (ITA) 2004,201,European Champ.,365,,,[],/api/v1/events/365,/api/v1/events/365/registrations,,,2004-06-21 00:00:00 UTC,2004-06-27 00:00:00 UTC,2004-06-21,2004-06-27,,"[{'id': 425, 'kind': 'lead', 'event_id': 365, 'created_at': '2020-01-31T09:10:19.000Z', 'updated_at': '2020-01-31T09:10:19.000Z', 'settings': None}, {'id': 426, 'kind': 'boulder', 'event_id': 365, 'created_at': '2020-01-31T09:10:20.000Z', 'updated_at': '2020-01-31T09:10:20.000Z', 'settings': None}, {'id': 427, 'kind': 'speed', 'event_id': 365, 'created_at': '2020-01-31T09:10:22.000Z', 'updated_at': '2020-01-31T09:10:22.000Z', 'settings': None}]"
Int. Youth Event - Citta di Ravenna (ITA) 2004,207,Citta di Ravenna,380,,,[],/api/v1/events/380,/api/v1/events/380/registrations,,,2004-06-25 00:00:00 UTC,2004-06-27 00:00:00 UTC,2004-06-25,2004-06-27,,[]
Int. Youth Event - Petzen Trophy Kärnten (AUT) 2004,207,Kärnten,381,,,[],/api/v1/events/381,/api/v1/events/381/registrations,,,2004-07-09 00:00:00 UTC,2004-07-10 00:00:00 UTC,2004-07-09,2004-07-10,,[]
UIAA Worldcup - Chamonix (FRA) 2004,196,Chamonix,352,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/352,/api/v1/events/352/registrations,,,2004-07-11 00:00:00 UTC,2004-07-12 00:00:00 UTC,2004-07-11,2004-07-12,,"[{'id': 409, 'kind': 'lead', 'event_id': 352, 'created_at': '2020-01-31T09:09:28.000Z', 'updated_at': '2020-02-14T15:15:54.000Z', 'settings': None}, {'id': 410, 'kind': 'speed', 'event_id': 352, 'created_at': '2020-01-31T09:09:30.000Z', 'updated_at': '2020-02-14T16:04:04.000Z', 'settings': None}]"
UIAA Worldcup - Val Daone (ITA) 2004,196,Val Daone,353,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/353,/api/v1/events/353/registrations,,,2004-07-16 00:00:00 UTC,2004-07-17 00:00:00 UTC,2004-07-16,2004-07-17,,"[{'id': 411, 'kind': 'speed', 'event_id': 353, 'created_at': '2020-01-31T09:09:34.000Z', 'updated_at': '2020-02-14T16:04:04.000Z', 'settings': None}]"
Int. Event - OutDoor Climbing Events 2004 - Friedrichshafen (GER) 2004,207,Friedrichshafen,382,,,[],/api/v1/events/382,/api/v1/events/382/registrations,,,2004-07-22 00:00:00 UTC,2004-07-23 00:00:00 UTC,2004-07-22,2004-07-23,,"[{'id': 444, 'kind': 'lead', 'event_id': 382, 'created_at': '2020-01-31T09:11:36.000Z', 'updated_at': '2020-01-31T09:11:36.000Z', 'settings': None}, {'id': 445, 'kind': 'speed', 'event_id': 382, 'created_at': '2020-01-31T09:11:37.000Z', 'updated_at': '2020-01-31T09:11:37.000Z', 'settings': None}]"
UIAA Worldcup - L'Argentière La Bessée (FRA) 2004,196,L'Argentière,354,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/354,/api/v1/events/354/registrations,,,2004-07-28 00:00:00 UTC,2004-07-29 00:00:00 UTC,2004-07-28,2004-07-29,,"[{'id': 412, 'kind': 'boulder', 'event_id': 354, 'created_at': '2020-01-31T09:09:35.000Z', 'updated_at': '2020-02-14T16:07:20.000Z', 'settings': None}]"
UIAA Worldcup - Bardonecchia (ITA) 2004,196,Bardonecchia,355,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/355,/api/v1/events/355/registrations,,,2004-08-19 00:00:00 UTC,2004-08-21 00:00:00 UTC,2004-08-19,2004-08-21,,"[{'id': 413, 'kind': 'boulder', 'event_id': 355, 'created_at': '2020-01-31T09:09:38.000Z', 'updated_at': '2020-02-14T16:07:26.000Z', 'settings': None}]"
European Youth Cup + Festival - Veliko Tarnovo (BUL) 2004,202,EYC Veliko Tarnovo,368,European Youth Cup 2004,32.0,[],/api/v1/events/368,/api/v1/events/368/registrations,,,2004-08-19 00:00:00 UTC,2004-08-22 00:00:00 UTC,2004-08-19,2004-08-22,,"[{'id': 430, 'kind': 'lead', 'event_id': 368, 'created_at': '2020-01-31T09:10:43.000Z', 'updated_at': '2020-01-31T09:10:43.000Z', 'settings': None}]"
UIAA Central-South American Youth - S. Antonio de los Altos (VEN) 2004,203,Latin Am. Youth,372,,,[],/api/v1/events/372,/api/v1/events/372/registrations,,,2004-08-19 00:00:00 UTC,2004-08-25 00:00:00 UTC,2004-08-19,2004-08-25,,"[{'id': 439, 'kind': 'lead', 'event_id': 372, 'created_at': '2020-01-31T09:11:23.000Z', 'updated_at': '2020-01-31T09:11:23.000Z', 'settings': None}]"
Spiderkids - Kids Climbing Competition of Aggtelek (HUN) 2004,207,Aggtelek,383,,,[],/api/v1/events/383,/api/v1/events/383/registrations,,,2004-08-20 00:00:00 UTC,2004-08-21 00:00:00 UTC,2004-08-20,2004-08-21,,[]
UIAA Central-South American Championship - S. Antonio de los Altos (VEN) 2004,203,Cent.South Am.Champ.,370,,,[],/api/v1/events/370,/api/v1/events/370/registrations,,,2004-08-25 00:00:00 UTC,2004-08-29 00:00:00 UTC,2004-08-25,2004-08-29,,"[{'id': 432, 'kind': 'lead', 'event_id': 370, 'created_at': '2020-01-31T09:10:55.000Z', 'updated_at': '2020-01-31T09:10:55.000Z', 'settings': None}, {'id': 433, 'kind': 'boulder', 'event_id': 370, 'created_at': '2020-01-31T09:10:55.000Z', 'updated_at': '2020-01-31T09:10:55.000Z', 'settings': None}, {'id': 434, 'kind': 'speed', 'event_id': 370, 'created_at': '2020-01-31T09:10:55.000Z', 'updated_at': '2020-01-31T09:10:55.000Z', 'settings': None}]"
Int. Event - Grenoble (FRA) 2004,207,Grenoble,384,,,[],/api/v1/events/384,/api/v1/events/384/registrations,,,2004-08-26 00:00:00 UTC,2004-08-27 00:00:00 UTC,2004-08-26,2004-08-27,,"[{'id': 446, 'kind': 'boulder', 'event_id': 384, 'created_at': '2020-01-31T09:11:39.000Z', 'updated_at': '2020-01-31T09:11:39.000Z', 'settings': None}]"
Int. Event - Rockmaster Arco (ITA) 2004,207,Arco,385,,,[],/api/v1/events/385,/api/v1/events/385/registrations,,,2004-09-03 00:00:00 UTC,2004-09-04 00:00:00 UTC,2004-09-03,2004-09-04,,"[{'id': 447, 'kind': 'lead', 'event_id': 385, 'created_at': '2020-01-31T09:11:40.000Z', 'updated_at': '2020-01-31T09:11:40.000Z', 'settings': None}, {'id': 448, 'kind': 'boulder', 'event_id': 385, 'created_at': '2020-01-31T09:11:41.000Z', 'updated_at': '2020-01-31T09:11:41.000Z', 'settings': None}, {'id': 449, 'kind': 'speed', 'event_id': 385, 'created_at': '2020-01-31T09:11:42.000Z', 'updated_at': '2020-01-31T09:11:42.000Z', 'settings': None}]"
UIAA World Youth Championship - Edinburgh (GBR) 2004,197,World Youth Champ.,363,,,[],/api/v1/events/363,/api/v1/events/363/registrations,,,2004-09-10 00:00:00 UTC,2004-09-12 00:00:00 UTC,2004-09-10,2004-09-12,,"[{'id': 422, 'kind': 'lead', 'event_id': 363, 'created_at': '2020-01-31T09:10:02.000Z', 'updated_at': '2020-01-31T09:10:02.000Z', 'settings': None}]"
UIAA Worldcup - Marbella (ESP) 2004,196,Marbella,356,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/356,/api/v1/events/356/registrations,,,2004-09-17 00:00:00 UTC,2004-09-18 00:00:00 UTC,2004-09-17,2004-09-18,,"[{'id': 414, 'kind': 'lead', 'event_id': 356, 'created_at': '2020-01-31T09:09:41.000Z', 'updated_at': '2020-02-14T15:15:54.000Z', 'settings': None}]"
UIAA Worldcup - Huzou (CHN) 2004,196,Huzou,357,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/357,/api/v1/events/357/registrations,,,2004-09-24 00:00:00 UTC,2004-09-26 00:00:00 UTC,2004-09-24,2004-09-26,,"[{'id': 415, 'kind': 'boulder', 'event_id': 357, 'created_at': '2020-01-31T09:09:44.000Z', 'updated_at': '2020-02-14T16:07:27.000Z', 'settings': None}]"
UIAA Worldcup - Shanghai (CHN) 2004,196,Shanghai,358,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/358,/api/v1/events/358/registrations,,,2004-10-01 00:00:00 UTC,2004-10-02 00:00:00 UTC,2004-10-01,2004-10-02,,"[{'id': 416, 'kind': 'lead', 'event_id': 358, 'created_at': '2020-01-31T09:09:47.000Z', 'updated_at': '2020-02-14T15:15:54.000Z', 'settings': None}, {'id': 417, 'kind': 'speed', 'event_id': 358, 'created_at': '2020-01-31T09:09:48.000Z', 'updated_at': '2020-02-14T16:04:04.000Z', 'settings': None}]"
UIAA Worldcup - Aprica (ITA) 2004,196,Aprica,359,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/359,/api/v1/events/359/registrations,,,2004-10-21 00:00:00 UTC,2004-10-22 00:00:00 UTC,2004-10-21,2004-10-22,,"[{'id': 418, 'kind': 'lead', 'event_id': 359, 'created_at': '2020-01-31T09:09:50.000Z', 'updated_at': '2020-02-14T15:15:54.000Z', 'settings': None}]"
UIAA Worldcup - Valence (FRA) 2004,196,Valence,360,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/360,/api/v1/events/360/registrations,,,2004-10-28 00:00:00 UTC,2004-10-29 00:00:00 UTC,2004-10-28,2004-10-29,,"[{'id': 419, 'kind': 'lead', 'event_id': 360, 'created_at': '2020-01-31T09:09:54.000Z', 'updated_at': '2020-02-14T15:15:54.000Z', 'settings': None}]"
UIAA Asian Championship - Jeolla Nam Do (KOR) 2004,199,Asian Champ.,364,,,[],/api/v1/events/364,/api/v1/events/364/registrations,,,2004-10-29 00:00:00 UTC,2004-10-30 00:00:00 UTC,2004-10-29,2004-10-30,,"[{'id': 423, 'kind': 'lead', 'event_id': 364, 'created_at': '2020-01-31T09:10:14.000Z', 'updated_at': '2020-01-31T09:10:14.000Z', 'settings': None}, {'id': 424, 'kind': 'speed', 'event_id': 364, 'created_at': '2020-01-31T09:10:15.000Z', 'updated_at': '2020-01-31T09:10:15.000Z', 'settings': None}]"
Spiderkids - Int. Youth Climbing Competitions Darvas Cup (HUN) 2004,207,Darvas Cup,386,,,[],/api/v1/events/386,/api/v1/events/386/registrations,,,2004-10-29 00:00:00 UTC,2004-10-30 00:00:00 UTC,2004-10-29,2004-10-30,,[]
UIAA Worldcup - Brno (CZE) 2004,196,Brno,361,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/361,/api/v1/events/361/registrations,,,2004-11-11 00:00:00 UTC,2004-11-12 00:00:00 UTC,2004-11-11,2004-11-12,,"[{'id': 420, 'kind': 'lead', 'event_id': 361, 'created_at': '2020-01-31T09:09:57.000Z', 'updated_at': '2020-01-31T09:09:57.000Z', 'settings': None}]"
UIAA Worldcup - Kranj (SLO) 2004,196,Kranj,362,UIAA Climbing-Worldcup 2004,31.0,[],/api/v1/events/362,/api/v1/events/362/registrations,,,2004-11-19 00:00:00 UTC,2004-11-20 00:00:00 UTC,2004-11-19,2004-11-20,,"[{'id': 421, 'kind': 'lead', 'event_id': 362, 'created_at': '2020-01-31T09:09:59.000Z', 'updated_at': '2020-02-14T15:15:54.000Z', 'settings': None}]"
Int. Event - Asia Cup Uttarkashi (IND) 2004,207,Asia Cup India,387,,,[],/api/v1/events/387,/api/v1/events/387/registrations,,,2004-11-19 00:00:00 UTC,2004-11-21 00:00:00 UTC,2004-11-19,2004-11-21,,"[{'id': 450, 'kind': 'lead', 'event_id': 387, 'created_at': '2020-01-31T09:11:43.000Z', 'updated_at': '2020-01-31T09:11:43.000Z', 'settings': None}, {'id': 451, 'kind': 'speed', 'event_id': 387, 'created_at': '2020-01-31T09:11:43.000Z', 'updated_at': '2020-01-31T09:11:43.000Z', 'settings': None}]"
North American Championship - Mexico City (MEX) 2004 (incl. SpiderKids),203,North American Ch.,371,,,[],/api/v1/events/371,/api/v1/events/371/registrations,,,2004-11-24 00:00:00 UTC,2004-11-28 00:00:00 UTC,2004-11-24,2004-11-28,,"[{'id': 435, 'kind': 'lead', 'event_id': 371, 'created_at': '2020-01-31T09:10:58.000Z', 'updated_at': '2020-01-31T09:10:58.000Z', 'settings': None}, {'id': 436, 'kind': 'boulder', 'event_id': 371, 'created_at': '2020-01-31T09:10:59.000Z', 'updated_at': '2020-01-31T09:10:59.000Z', 'settings': None}, {'id': 437, 'kind': 'speed', 'event_id': 371, 'created_at': '2020-01-31T09:11:00.000Z', 'updated_at': '2020-01-31T09:11:00.000Z', 'settings': None}, {'id': 438, 'kind': 'combined', 'event_id': 371, 'created_at': '2020-01-31T09:11:02.000Z', 'updated_at': '2020-01-31T09:11:02.000Z', 'settings': None}]"
North American Championship - Mexico City (MEX) 2004 (Youth Bouldering),203,North American Ch. B,373,,,[],/api/v1/events/373,/api/v1/events/373/registrations,,,2004-11-24 00:00:00 UTC,2004-11-28 00:00:00 UTC,2004-11-24,2004-11-28,,"[{'id': 440, 'kind': 'lead', 'event_id': 373, 'created_at': '2020-01-31T09:11:25.000Z', 'updated_at': '2020-01-31T09:11:25.000Z', 'settings': None}]"
European Youth Cup - Kranj (SLO) 2004,202,EYC Kranj,369,European Youth Cup 2004,32.0,[],/api/v1/events/369,/api/v1/events/369/registrations,,,2004-11-26 00:00:00 UTC,2004-11-27 00:00:00 UTC,2004-11-26,2004-11-27,,"[{'id': 431, 'kind': 'lead', 'event_id': 369, 'created_at': '2020-01-31T09:10:48.000Z', 'updated_at': '2020-01-31T09:10:48.000Z', 'settings': None}]"
International Climbing Series - Studio Bloc Masters 2019 - Pfungstadt (GER) 2019,387,Studio Bloc Masters ,1153,,,[],/api/v1/events/1153,/api/v1/events/1153/registrations,,,2019-03-23 00:00:00 UTC,2019-03-24 00:00:00 UTC,2019-03-23,2019-03-24,,[]
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2019,387,Promo Delft,1154,,,[],/api/v1/events/1154,/api/v1/events/1154/registrations,,,2019-03-30 00:00:00 UTC,2019-03-31 00:00:00 UTC,2019-03-30,2019-03-31,,[]
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,376,MeiringenWC,1112,IFSC Climbing World Cup 2019,63.0,[],/api/v1/events/1112,/api/v1/events/1112/registrations,,,2019-04-05 00:00:00 UTC,2019-04-06 00:00:00 UTC,2019-04-05,2019-04-06,,"[{'id': 1281, 'kind': 'boulder', 'event_id': 1112, 'created_at': '2020-01-31T11:03:21.000Z', 'updated_at': '2020-02-14T16:10:47.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",376,MoscowWC,1113,IFSC Climbing World Cup 2019,63.0,[],/api/v1/events/1113,/api/v1/events/1113/registrations,,,2019-04-12 00:00:00 UTC,2019-04-14 00:00:00 UTC,2019-04-12,2019-04-14,,"[{'id': 1282, 'kind': 'boulder', 'event_id': 1113, 'created_at': '2020-01-31T11:03:36.000Z', 'updated_at': '2020-02-14T16:10:52.000Z', 'settings': None}, {'id': 1283, 'kind': 'speed', 'event_id': 1113, 'created_at': '2020-01-31T11:03:43.000Z', 'updated_at': '2020-02-14T16:06:26.000Z', 'settings': None}]"
International Climbing Series - FISE World Series Hiroshima 2019,387,FISE Hiroshima 2019,1155,,,[],/api/v1/events/1155,/api/v1/events/1155/registrations,,,2019-04-19 00:00:00 UTC,2019-04-21 00:00:00 UTC,2019-04-19,2019-04-21,,[]
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",376,ChongqingWC,1114,IFSC Climbing World Cup 2019,63.0,[],/api/v1/events/1114,/api/v1/events/1114/registrations,,,2019-04-26 00:00:00 UTC,2019-04-28 00:00:00 UTC,2019-04-26,2019-04-28,,"[{'id': 1284, 'kind': 'boulder', 'event_id': 1114, 'created_at': '2020-01-31T11:04:03.000Z', 'updated_at': '2020-02-14T16:10:56.000Z', 'settings': None}, {'id': 1285, 'kind': 'speed', 'event_id': 1114, 'created_at': '2020-01-31T11:04:10.000Z', 'updated_at': '2020-02-14T16:06:30.000Z', 'settings': None}]"
European Youth Cup (B) - Soure (POR) 2019,382,Soure,1137,European Youth Cup 2019,64.0,[],/api/v1/events/1137,/api/v1/events/1137/registrations,,,2019-04-27 00:00:00 UTC,2019-04-28 00:00:00 UTC,2019-04-27,2019-04-28,,"[{'id': 1322, 'kind': 'boulder', 'event_id': 1137, 'created_at': '2020-01-31T11:12:54.000Z', 'updated_at': '2020-01-31T11:12:54.000Z', 'settings': None}]"
"IFSC European Cup (B,S) - Innsbruck (AUT) 2019",381,Inns19,1134,,,[],/api/v1/events/1134,/api/v1/events/1134/registrations,,,2019-05-02 00:00:00 UTC,2019-05-04 00:00:00 UTC,2019-05-02,2019-05-04,,"[{'id': 1317, 'kind': 'boulder', 'event_id': 1134, 'created_at': '2020-01-31T11:12:26.000Z', 'updated_at': '2020-01-31T11:12:26.000Z', 'settings': None}, {'id': 1318, 'kind': 'speed', 'event_id': 1134, 'created_at': '2020-01-31T11:12:29.000Z', 'updated_at': '2020-01-31T11:12:29.000Z', 'settings': None}]"
"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",376,WujiangWC,1115,IFSC Climbing World Cup 2019,63.0,[],/api/v1/events/1115,/api/v1/events/1115/registrations,,,2019-05-03 00:00:00 UTC,2019-05-05 00:00:00 UTC,2019-05-03,2019-05-05,,"[{'id': 1286, 'kind': 'boulder', 'event_id': 1115, 'created_at': '2020-01-31T11:04:30.000Z', 'updated_at': '2020-02-14T16:11:01.000Z', 'settings': None}, {'id': 1287, 'kind': 'speed', 'event_id': 1115, 'created_at': '2020-01-31T11:04:35.000Z', 'updated_at': '2020-02-14T16:06:34.000Z', 'settings': None}]"
European Youth Cup (B) - Graz (AUT) 2019,382,Graz,1138,European Youth Cup 2019,64.0,[],/api/v1/events/1138,/api/v1/events/1138/registrations,,,2019-05-11 00:00:00 UTC,2019-05-12 00:00:00 UTC,2019-05-11,2019-05-12,,"[{'id': 1323, 'kind': 'boulder', 'event_id': 1138, 'created_at': '2020-01-31T11:13:10.000Z', 'updated_at': '2020-01-31T11:13:10.000Z', 'settings': None}]"
"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2019",387,Speed Stars 2019,1156,,,[],/api/v1/events/1156,/api/v1/events/1156/registrations,,,2019-05-12 00:00:00 UTC,2019-05-12 00:00:00 UTC,2019-05-12,2019-05-12,,"[{'id': 1342, 'kind': 'speed', 'event_id': 1156, 'created_at': '2020-01-31T11:17:56.000Z', 'updated_at': '2020-01-31T11:17:56.000Z', 'settings': None}]"
IFSC Climbing Worldcup (B) - Munich (GER) 2019,376,MunichWC,1116,IFSC Climbing World Cup 2019,63.0,[],/api/v1/events/1116,/api/v1/events/1116/registrations,,,2019-05-18 00:00:00 UTC,2019-05-19 00:00:00 UTC,2019-05-18,2019-05-19,,"[{'id': 1288, 'kind': 'boulder', 'event_id': 1116, 'created_at': '2020-01-31T11:04:52.000Z', 'updated_at': '2020-02-14T16:11:05.000Z', 'settings': None}]"
European Youth Cup (S) - Mezzolombardo (ITA) 2019,382,Mazzolombardo,1139,European Youth Cup 2019,64.0,[],/api/v1/events/1139,/api/v1/events/1139/registrations,,,2019-05-18 00:00:00 UTC,2019-05-18 00:00:00 UTC,2019-05-18,2019-05-18,,"[{'id': 1324, 'kind': 'speed', 'event_id': 1139, 'created_at': '2020-01-31T11:13:32.000Z', 'updated_at': '2020-01-31T11:13:32.000Z', 'settings': None}]"
ISF World Schools Championships Climbing - Aubenas (FRA) 2019,386,ISF19,1150,,,[],/api/v1/events/1150,/api/v1/events/1150/registrations,,,2019-05-18 00:00:00 UTC,2019-05-24 00:00:00 UTC,2019-05-18,2019-05-24,,[]
International Climbing Series - Triglav The Rock Ljubljana (SLO) 2019,387,Rock Ljubj Masters ,1157,,,[],/api/v1/events/1157,/api/v1/events/1157/registrations,,,2019-05-24 00:00:00 UTC,2019-05-25 00:00:00 UTC,2019-05-24,2019-05-25,,[]
European Youth Cup (B) - Sofia (BUL) 2019,382,Sofia,1140,European Youth Cup 2019,64.0,[],/api/v1/events/1140,/api/v1/events/1140/registrations,,,2019-05-25 00:00:00 UTC,2019-05-26 00:00:00 UTC,2019-05-25,2019-05-26,,"[{'id': 1325, 'kind': 'boulder', 'event_id': 1140, 'created_at': '2020-01-31T11:13:40.000Z', 'updated_at': '2020-01-31T11:13:40.000Z', 'settings': None}]"
Promo Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2019,387,YCCF_19,1158,,,[],/api/v1/events/1158,/api/v1/events/1158/registrations,,,2019-06-01 00:00:00 UTC,2019-06-02 00:00:00 UTC,2019-06-01,2019-06-02,,[]
