event,league_season_id,location,event_id,cup_name,cup_id,custom_cup_ids,url,registration_url,infosheet_url,additional_info_url,starts_at,ends_at,local_start_date,local_end_date,timezone,disciplines
"African Youth A YOG - Johannesburg, Gauteng (RSA) 2017",361,YOG17,1029,,,[],/api/v1/events/1029,/api/v1/events/1029/registrations,,,2017-12-07 00:00:00 UTC,2017-12-08 00:00:00 UTC,2017-12-07,2017-12-08,,"[{'id': 1186, 'kind': 'boulder', 'event_id': 1029, 'created_at': '2020-01-31T10:49:14.000Z', 'updated_at': '2020-01-31T10:49:14.000Z', 'settings': None}, {'id': 1187, 'kind': 'speed', 'event_id': 1029, 'created_at': '2020-01-31T10:49:16.000Z', 'updated_at': '2020-01-31T10:49:16.000Z', 'settings': None}, {'id': 1188, 'kind': 'combined', 'event_id': 1029, 'created_at': '2020-01-31T10:49:16.000Z', 'updated_at': '2020-01-31T10:49:16.000Z', 'settings': None}, {'id': 1189, 'kind': 'lead', 'event_id': 1029, 'created_at': '2020-01-31T10:49:16.000Z', 'updated_at': '2020-01-31T10:49:16.000Z', 'settings': None}]"
Asia K Climbing Championship - Singapore (SGP) 2017,355,ACH Singapore,1006,,,[],/api/v1/events/1006,/api/v1/events/1006/registrations,,,2017-12-16 00:00:00 UTC,2017-12-17 00:00:00 UTC,2017-12-16,2017-12-17,,[]
North American Youth Championship - Berkeley (USA) 2001,167,Berkeley,263,,,[],/api/v1/events/263,/api/v1/events/263/registrations,,,2001-02-02 00:00:00 UTC,2001-02-04 00:00:00 UTC,2001-02-02,2001-02-04,,"[{'id': 309, 'kind': 'lead', 'event_id': 263, 'created_at': '2020-01-31T09:04:56.000Z', 'updated_at': '2020-01-31T09:04:56.000Z', 'settings': None}]"
Reg. Event - Nordic Championship - Malmö (SWE) 2001,170,Malmö,264,,,[],/api/v1/events/264,/api/v1/events/264/registrations,,,2001-03-16 00:00:00 UTC,2001-03-17 00:00:00 UTC,2001-03-16,2001-03-17,,"[{'id': 310, 'kind': 'lead', 'event_id': 264, 'created_at': '2020-01-31T09:05:01.000Z', 'updated_at': '2020-01-31T09:05:01.000Z', 'settings': None}]"
European Youth Cup Speed - Apatity (RUS) 2001,166,Apatity (Speed),256,,,[],/api/v1/events/256,/api/v1/events/256/registrations,,,2001-03-28 00:00:00 UTC,2001-03-29 00:00:00 UTC,2001-03-28,2001-03-29,,"[{'id': 302, 'kind': 'lead', 'event_id': 256, 'created_at': '2020-01-31T09:04:19.000Z', 'updated_at': '2020-01-31T09:04:19.000Z', 'settings': None}]"
European Youth Cup - Apatity (RUS) 2001,166,Apatity,257,European Youth Cup 2001,26.0,[],/api/v1/events/257,/api/v1/events/257/registrations,,,2001-03-30 00:00:00 UTC,2001-04-01 00:00:00 UTC,2001-03-30,2001-04-01,,"[{'id': 303, 'kind': 'lead', 'event_id': 257, 'created_at': '2020-01-31T09:04:23.000Z', 'updated_at': '2020-01-31T09:04:23.000Z', 'settings': None}]"
European Youth Cup - Trieste (ITA) 2001,166,Trieste,258,European Youth Cup 2001,26.0,[],/api/v1/events/258,/api/v1/events/258/registrations,,,2001-04-06 00:00:00 UTC,2001-04-07 00:00:00 UTC,2001-04-06,2001-04-07,,"[{'id': 304, 'kind': 'lead', 'event_id': 258, 'created_at': '2020-01-31T09:04:27.000Z', 'updated_at': '2020-01-31T09:04:27.000Z', 'settings': None}]"
Int. Event - Fontainebleau (FRA) 2001,170,Fontainebleau,265,,,[],/api/v1/events/265,/api/v1/events/265/registrations,,,2001-06-07 00:00:00 UTC,2001-06-08 00:00:00 UTC,2001-06-07,2001-06-08,,"[{'id': 311, 'kind': 'boulder', 'event_id': 265, 'created_at': '2020-01-31T09:05:04.000Z', 'updated_at': '2020-01-31T09:05:04.000Z', 'settings': None}]"
European Youth Cup - Imst (AUT) 2001,166,Imst,259,European Youth Cup 2001,26.0,[],/api/v1/events/259,/api/v1/events/259/registrations,,,2001-06-15 00:00:00 UTC,2001-06-16 00:00:00 UTC,2001-06-15,2001-06-16,,"[{'id': 305, 'kind': 'lead', 'event_id': 259, 'created_at': '2020-01-31T09:04:32.000Z', 'updated_at': '2020-01-31T09:04:32.000Z', 'settings': None}]"
UIAA Youth World Championship - Imst(AUT) 2001,161,YWC Imst 2001,250,,,[],/api/v1/events/250,/api/v1/events/250/registrations,,,2001-06-21 00:00:00 UTC,2001-06-24 00:00:00 UTC,2001-06-21,2001-06-24,,"[{'id': 295, 'kind': 'lead', 'event_id': 250, 'created_at': '2020-01-31T09:04:00.000Z', 'updated_at': '2020-01-31T09:04:00.000Z', 'settings': None}]"
UIAA Youth World Championship SPEED - Imst (AUT) 2001,161,YWC Imst 2001 SPEED,251,,,[],/api/v1/events/251,/api/v1/events/251/registrations,,,2001-06-21 00:00:00 UTC,2001-06-24 00:00:00 UTC,2001-06-21,2001-06-24,,"[{'id': 296, 'kind': 'lead', 'event_id': 251, 'created_at': '2020-01-31T09:04:08.000Z', 'updated_at': '2020-01-31T09:04:08.000Z', 'settings': None}]"
UIAA Worldcup - GAP (FRA) 2001,160,Gap,240,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/240,/api/v1/events/240/registrations,,,2001-06-29 00:00:00 UTC,2001-06-30 00:00:00 UTC,2001-06-29,2001-06-30,,"[{'id': 281, 'kind': 'boulder', 'event_id': 240, 'created_at': '2020-01-31T09:03:29.000Z', 'updated_at': '2020-01-31T09:03:29.000Z', 'settings': None}]"
European Youth Cup - Arco (ITA) 2001,166,Arco,260,European Youth Cup 2001,26.0,[],/api/v1/events/260,/api/v1/events/260/registrations,,,2001-06-29 00:00:00 UTC,2001-06-30 00:00:00 UTC,2001-06-29,2001-06-30,,"[{'id': 306, 'kind': 'lead', 'event_id': 260, 'created_at': '2020-01-31T09:04:40.000Z', 'updated_at': '2020-01-31T09:04:40.000Z', 'settings': None}]"
UIAA Worldcup - Chamonix (FRA) 2001,160,Chamonix,241,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/241,/api/v1/events/241/registrations,,,2001-07-11 00:00:00 UTC,2001-07-15 00:00:00 UTC,2001-07-11,2001-07-15,,"[{'id': 282, 'kind': 'lead', 'event_id': 241, 'created_at': '2020-01-31T09:03:32.000Z', 'updated_at': '2020-02-14T15:15:56.000Z', 'settings': None}, {'id': 283, 'kind': 'boulder', 'event_id': 241, 'created_at': '2020-01-31T09:03:33.000Z', 'updated_at': '2020-01-31T09:03:33.000Z', 'settings': None}]"
Int. Event - Lake Placid (USA) 2001,171,Lake Placid,267,,,[],/api/v1/events/267,/api/v1/events/267/registrations,,,2001-07-12 00:00:00 UTC,2001-07-15 00:00:00 UTC,2001-07-12,2001-07-15,,"[{'id': 312, 'kind': 'boulder', 'event_id': 267, 'created_at': '2020-01-31T09:05:05.000Z', 'updated_at': '2020-01-31T09:05:05.000Z', 'settings': None}]"
Int. Event - Hood River (USA) 2001,171,Hood River,268,,,[],/api/v1/events/268,/api/v1/events/268/registrations,,,2001-07-19 00:00:00 UTC,2001-07-21 00:00:00 UTC,2001-07-19,2001-07-21,,"[{'id': 313, 'kind': 'boulder', 'event_id': 268, 'created_at': '2020-01-31T09:05:06.000Z', 'updated_at': '2020-01-31T09:05:06.000Z', 'settings': None}]"
Int. Event - Serre Chevalier (FRA) 2001,171,Serre-Chevalier,269,,,[],/api/v1/events/269,/api/v1/events/269/registrations,,,2001-07-19 00:00:00 UTC,2001-07-20 00:00:00 UTC,2001-07-19,2001-07-20,,"[{'id': 314, 'kind': 'lead', 'event_id': 269, 'created_at': '2020-01-31T09:05:07.000Z', 'updated_at': '2020-01-31T09:05:07.000Z', 'settings': None}]"
UIAA Worldcup - Munich (GER ) 2001,160,Munich,242,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/242,/api/v1/events/242/registrations,,,2001-07-21 00:00:00 UTC,2001-07-22 00:00:00 UTC,2001-07-21,2001-07-22,,"[{'id': 284, 'kind': 'boulder', 'event_id': 242, 'created_at': '2020-01-31T09:03:37.000Z', 'updated_at': '2020-01-31T09:03:37.000Z', 'settings': None}]"
UIAA Asian Youth Championship - Teheran (IRI) 2001,164,Teheran,255,,,[],/api/v1/events/255,/api/v1/events/255/registrations,,,2001-07-25 00:00:00 UTC,2001-07-27 00:00:00 UTC,2001-07-25,2001-07-27,,[]
Int. Event - L'Argentiere (FRA) 2001,171,L'Argentiere,270,,,[],/api/v1/events/270,/api/v1/events/270/registrations,,,2001-07-26 00:00:00 UTC,2001-07-27 00:00:00 UTC,2001-07-26,2001-07-27,,"[{'id': 315, 'kind': 'boulder', 'event_id': 270, 'created_at': '2020-01-31T09:05:09.000Z', 'updated_at': '2020-01-31T09:05:09.000Z', 'settings': None}]"
UIAA Worldcup - Rovereto (ITA) 2001,160,Rovereto,243,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/243,/api/v1/events/243/registrations,,,2001-08-31 00:00:00 UTC,2001-09-01 00:00:00 UTC,2001-08-31,2001-09-01,,"[{'id': 285, 'kind': 'boulder', 'event_id': 243, 'created_at': '2020-01-31T09:03:39.000Z', 'updated_at': '2020-01-31T09:03:39.000Z', 'settings': None}]"
UIAA World Championship - Winterthur (SUI) 2001,160,Winterthur,244,,,[],/api/v1/events/244,/api/v1/events/244/registrations,,,2001-09-05 00:00:00 UTC,2001-09-08 00:00:00 UTC,2001-09-05,2001-09-08,,"[{'id': 286, 'kind': 'lead', 'event_id': 244, 'created_at': '2020-01-31T09:03:41.000Z', 'updated_at': '2020-02-14T15:15:58.000Z', 'settings': None}, {'id': 287, 'kind': 'boulder', 'event_id': 244, 'created_at': '2020-01-31T09:03:42.000Z', 'updated_at': '2020-01-31T09:03:42.000Z', 'settings': None}, {'id': 288, 'kind': 'speed', 'event_id': 244, 'created_at': '2020-01-31T09:03:43.000Z', 'updated_at': '2020-01-31T09:03:43.000Z', 'settings': None}]"
1st UIAA ASIAN CUP - Kunming (CHN),163,Kunming,252,,,[],/api/v1/events/252,/api/v1/events/252/registrations,,,2001-09-13 00:00:00 UTC,2001-09-14 00:00:00 UTC,2001-09-13,2001-09-14,,"[{'id': 297, 'kind': 'lead', 'event_id': 252, 'created_at': '2020-01-31T09:04:13.000Z', 'updated_at': '2020-01-31T09:04:13.000Z', 'settings': None}, {'id': 298, 'kind': 'speed', 'event_id': 252, 'created_at': '2020-01-31T09:04:15.000Z', 'updated_at': '2020-01-31T09:04:15.000Z', 'settings': None}]"
Int. Event - Rock Master Arco (ITA) 2001,171,Arco,271,,,[],/api/v1/events/271,/api/v1/events/271/registrations,,,2001-09-14 00:00:00 UTC,2001-09-16 00:00:00 UTC,2001-09-14,2001-09-16,,"[{'id': 316, 'kind': 'lead', 'event_id': 271, 'created_at': '2020-01-31T09:05:13.000Z', 'updated_at': '2020-01-31T09:05:13.000Z', 'settings': None}, {'id': 317, 'kind': 'boulder', 'event_id': 271, 'created_at': '2020-01-31T09:05:14.000Z', 'updated_at': '2020-01-31T09:05:14.000Z', 'settings': None}, {'id': 318, 'kind': 'speed', 'event_id': 271, 'created_at': '2020-01-31T09:05:16.000Z', 'updated_at': '2020-01-31T09:05:16.000Z', 'settings': None}]"
UIAA Worldcup - Lecco (ITA) 2001,160,Lecco,245,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/245,/api/v1/events/245/registrations,,,2001-09-21 00:00:00 UTC,2001-09-22 00:00:00 UTC,2001-09-21,2001-09-22,,"[{'id': 289, 'kind': 'lead', 'event_id': 245, 'created_at': '2020-01-31T09:03:47.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
Int. Event - Blocmaster Grenoble (FRA) 2001,171,Grenoble,272,,,[],/api/v1/events/272,/api/v1/events/272/registrations,,,2001-10-05 00:00:00 UTC,2001-10-07 00:00:00 UTC,2001-10-05,2001-10-07,,"[{'id': 319, 'kind': 'boulder', 'event_id': 272, 'created_at': '2020-01-31T09:05:16.000Z', 'updated_at': '2020-01-31T09:05:16.000Z', 'settings': None}]"
European Youth Cup - Aprica (ITA) 2001,166,Aprica,261,European Youth Cup 2001,26.0,[],/api/v1/events/261,/api/v1/events/261/registrations,,,2001-10-12 00:00:00 UTC,2001-10-13 00:00:00 UTC,2001-10-12,2001-10-13,,"[{'id': 307, 'kind': 'lead', 'event_id': 261, 'created_at': '2020-01-31T09:04:45.000Z', 'updated_at': '2020-01-31T09:04:45.000Z', 'settings': None}]"
2. Int. SALEWA Masters - Scheidegg (GER) 2001,171,Scheidegg,273,,,[],/api/v1/events/273,/api/v1/events/273/registrations,,,2001-10-13 00:00:00 UTC,2001-10-13 00:00:00 UTC,2001-10-13,2001-10-13,,"[{'id': 320, 'kind': 'lead', 'event_id': 273, 'created_at': '2020-01-31T09:05:19.000Z', 'updated_at': '2020-01-31T09:05:19.000Z', 'settings': None}]"
UIAA Worldcup - Aprica (ITA) 2001,160,Aprica,246,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/246,/api/v1/events/246/registrations,,,2001-10-18 00:00:00 UTC,2001-10-19 00:00:00 UTC,2001-10-18,2001-10-19,,"[{'id': 290, 'kind': 'lead', 'event_id': 246, 'created_at': '2020-01-31T09:03:50.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
Reg. Event - Alpe Adria Cup - Trieste (ITA) 2001,170,Trieste,266,,,[],/api/v1/events/266,/api/v1/events/266/registrations,,,2001-10-19 00:00:00 UTC,2001-10-21 00:00:00 UTC,2001-10-19,2001-10-21,,[]
UIAA Asian Championship - Jakarta (INA) 2001,163,Jakarta,253,,,[],/api/v1/events/253,/api/v1/events/253/registrations,,,2001-10-26 00:00:00 UTC,2001-10-27 00:00:00 UTC,2001-10-26,2001-10-27,,"[{'id': 299, 'kind': 'lead', 'event_id': 253, 'created_at': '2020-01-31T09:04:17.000Z', 'updated_at': '2020-01-31T09:04:17.000Z', 'settings': None}, {'id': 300, 'kind': 'speed', 'event_id': 253, 'created_at': '2020-01-31T09:04:17.000Z', 'updated_at': '2020-01-31T09:04:17.000Z', 'settings': None}]"
UIAA Worldcup - Kuala Lumpur (MAS) 2001,160,Kuala Lumpur,247,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/247,/api/v1/events/247/registrations,,,2001-11-02 00:00:00 UTC,2001-11-04 00:00:00 UTC,2001-11-02,2001-11-04,,"[{'id': 291, 'kind': 'lead', 'event_id': 247, 'created_at': '2020-01-31T09:03:52.000Z', 'updated_at': '2020-02-14T15:15:59.000Z', 'settings': None}, {'id': 292, 'kind': 'speed', 'event_id': 247, 'created_at': '2020-01-31T09:03:53.000Z', 'updated_at': '2020-01-31T09:03:53.000Z', 'settings': None}]"
Int. Event - Master WARSAW (POL) 2001,171,WarSaw,274,,,[],/api/v1/events/274,/api/v1/events/274/registrations,,,2001-11-09 00:00:00 UTC,2001-11-10 00:00:00 UTC,2001-11-09,2001-11-10,,"[{'id': 321, 'kind': 'lead', 'event_id': 274, 'created_at': '2020-01-31T09:05:21.000Z', 'updated_at': '2020-01-31T09:05:21.000Z', 'settings': None}]"
UIAA Worldcup - Kranj (SLO) 2001,160,Kranj,248,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/248,/api/v1/events/248/registrations,,,2001-11-16 00:00:00 UTC,2001-11-18 00:00:00 UTC,2001-11-16,2001-11-18,,"[{'id': 293, 'kind': 'lead', 'event_id': 248, 'created_at': '2020-01-31T09:03:56.000Z', 'updated_at': '2020-02-14T15:16:00.000Z', 'settings': None}]"
Asian Bouldering Championship - Taipei (TPE) 2001,163,Taipei,254,,,[],/api/v1/events/254,/api/v1/events/254/registrations,,,2001-11-23 00:00:00 UTC,2001-11-24 00:00:00 UTC,2001-11-23,2001-11-24,,"[{'id': 301, 'kind': 'boulder', 'event_id': 254, 'created_at': '2020-01-31T09:04:18.000Z', 'updated_at': '2020-01-31T09:04:18.000Z', 'settings': None}]"
UIAA Worldcup - Birmingham (GBR) 2001,160,Birmingham,249,UIAA Climbing-Worldcup 2001,25.0,[],/api/v1/events/249,/api/v1/events/249/registrations,,,2001-12-06 00:00:00 UTC,2001-12-07 00:00:00 UTC,2001-12-06,2001-12-07,,"[{'id': 294, 'kind': 'boulder', 'event_id': 249, 'created_at': '2020-01-31T09:03:58.000Z', 'updated_at': '2020-01-31T09:03:58.000Z', 'settings': None}]"
European Youth Cup - Birmingham (GBR) 2001,166,Birmingham,262,European Youth Cup 2001,26.0,[],/api/v1/events/262,/api/v1/events/262/registrations,,,2001-12-07 00:00:00 UTC,2001-12-09 00:00:00 UTC,2001-12-07,2001-12-09,,"[{'id': 308, 'kind': 'lead', 'event_id': 262, 'created_at': '2020-01-31T09:04:51.000Z', 'updated_at': '2020-01-31T09:04:51.000Z', 'settings': None}]"
UIAA Worldcup - Konitsa (GRE) 2000,148,Konitsa,216,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/216,/api/v1/events/216/registrations,,,2000-05-26 00:00:00 UTC,2000-05-27 00:00:00 UTC,2000-05-26,2000-05-27,,"[{'id': 252, 'kind': 'boulder', 'event_id': 216, 'created_at': '2020-01-31T09:02:07.000Z', 'updated_at': '2020-01-31T09:02:07.000Z', 'settings': None}]"
UIAA Worldcup - Millau (FRA) 2000,148,Milau,217,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/217,/api/v1/events/217/registrations,,,2000-05-31 00:00:00 UTC,2000-06-01 00:00:00 UTC,2000-05-31,2000-06-01,,"[{'id': 253, 'kind': 'boulder', 'event_id': 217, 'created_at': '2020-01-31T09:02:08.000Z', 'updated_at': '2020-01-31T09:02:08.000Z', 'settings': None}]"
European Youth Cup - Imst (AUT) 2000,154,Imst,231,European Youth Cup 2000,24.0,[],/api/v1/events/231,/api/v1/events/231/registrations,,,2000-06-02 00:00:00 UTC,2000-06-03 00:00:00 UTC,2000-06-02,2000-06-03,,"[{'id': 271, 'kind': 'lead', 'event_id': 231, 'created_at': '2020-01-31T09:02:59.000Z', 'updated_at': '2020-01-31T09:02:59.000Z', 'settings': None}]"
UIAA Worldcup - Chamonix (FRA) 2000,148,Chamonix,218,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/218,/api/v1/events/218/registrations,,,2000-07-11 00:00:00 UTC,2000-07-12 00:00:00 UTC,2000-07-11,2000-07-12,,"[{'id': 254, 'kind': 'lead', 'event_id': 218, 'created_at': '2020-01-31T09:02:11.000Z', 'updated_at': '2020-01-31T09:02:11.000Z', 'settings': None}, {'id': 255, 'kind': 'boulder', 'event_id': 218, 'created_at': '2020-01-31T09:02:12.000Z', 'updated_at': '2020-01-31T09:02:12.000Z', 'settings': None}, {'id': 256, 'kind': 'speed', 'event_id': 218, 'created_at': '2020-01-31T09:02:13.000Z', 'updated_at': '2020-01-31T09:02:13.000Z', 'settings': None}]"
Masters - Serre Chevalier (FRA) 2000,159,Serre Chevalier,235,,,[],/api/v1/events/235,/api/v1/events/235/registrations,,,2000-07-16 00:00:00 UTC,2000-07-17 00:00:00 UTC,2000-07-16,2000-07-17,,"[{'id': 274, 'kind': 'lead', 'event_id': 235, 'created_at': '2020-01-31T09:03:13.000Z', 'updated_at': '2020-01-31T09:03:13.000Z', 'settings': None}]"
Int. Event - Serre Chevalier (FRA) 2000,159,Serre Chevalier,236,,,[],/api/v1/events/236,/api/v1/events/236/registrations,,,2000-07-19 00:00:00 UTC,2000-07-20 00:00:00 UTC,2000-07-19,2000-07-20,,"[{'id': 275, 'kind': 'lead', 'event_id': 236, 'created_at': '2020-01-31T09:03:19.000Z', 'updated_at': '2020-01-31T09:03:19.000Z', 'settings': None}]"
UIAA Worldcup - Beauregard (ITA) 2000,148,Beauregard,219,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/219,/api/v1/events/219/registrations,,,2000-07-21 00:00:00 UTC,2000-07-22 00:00:00 UTC,2000-07-21,2000-07-22,,"[{'id': 257, 'kind': 'speed', 'event_id': 219, 'created_at': '2020-01-31T09:02:17.000Z', 'updated_at': '2020-01-31T09:02:17.000Z', 'settings': None}]"
Int. Event - L'Argentiere (FRA) 2000,159,L'Argentiere,237,,,[],/api/v1/events/237,/api/v1/events/237/registrations,,,2000-07-24 00:00:00 UTC,2000-07-25 00:00:00 UTC,2000-07-24,2000-07-25,,"[{'id': 276, 'kind': 'boulder', 'event_id': 237, 'created_at': '2020-01-31T09:03:21.000Z', 'updated_at': '2020-01-31T09:03:21.000Z', 'settings': None}]"
UIAA Worldcup - München (GER) 2000,148,München,220,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/220,/api/v1/events/220/registrations,,,2000-08-03 00:00:00 UTC,2000-08-04 00:00:00 UTC,2000-08-03,2000-08-04,,"[{'id': 258, 'kind': 'boulder', 'event_id': 220, 'created_at': '2020-01-31T09:02:18.000Z', 'updated_at': '2020-01-31T09:02:18.000Z', 'settings': None}]"
UIAA Worldcup - Grenoble (FRA) 2000,148,Grenoble,221,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/221,/api/v1/events/221/registrations,,,2000-08-31 00:00:00 UTC,2000-09-01 00:00:00 UTC,2000-08-31,2000-09-01,,"[{'id': 259, 'kind': 'boulder', 'event_id': 221, 'created_at': '2020-01-31T09:02:20.000Z', 'updated_at': '2020-01-31T09:02:20.000Z', 'settings': None}]"
UIAA World Youth Championship - Amsterdam (NED) 2000,149,Amsterdam,227,,,[],/api/v1/events/227,/api/v1/events/227/registrations,,,2000-08-31 00:00:00 UTC,2000-09-01 00:00:00 UTC,2000-08-31,2000-09-01,,"[{'id': 266, 'kind': 'lead', 'event_id': 227, 'created_at': '2020-01-31T09:02:35.000Z', 'updated_at': '2020-01-31T09:02:35.000Z', 'settings': None}]"
Pan American Cup - Peru 2000,155,Peru,234,,,[],/api/v1/events/234,/api/v1/events/234/registrations,,,2000-08-31 00:00:00 UTC,2000-09-01 00:00:00 UTC,2000-08-31,2000-09-01,,[]
Int. Event - Rock Master Arco (ITA) 2000,159,Arco,238,,,[],/api/v1/events/238,/api/v1/events/238/registrations,,,2000-09-08 00:00:00 UTC,2000-09-09 00:00:00 UTC,2000-09-08,2000-09-09,,"[{'id': 277, 'kind': 'lead', 'event_id': 238, 'created_at': '2020-01-31T09:03:24.000Z', 'updated_at': '2020-01-31T09:03:24.000Z', 'settings': None}, {'id': 278, 'kind': 'boulder', 'event_id': 238, 'created_at': '2020-01-31T09:03:25.000Z', 'updated_at': '2020-01-31T09:03:25.000Z', 'settings': None}, {'id': 279, 'kind': 'speed', 'event_id': 238, 'created_at': '2020-01-31T09:03:27.000Z', 'updated_at': '2020-01-31T09:03:27.000Z', 'settings': None}]"
UIAA Asian Youth Championship - Beijing (CHN) 2000,152,Beijing,229,,,[],/api/v1/events/229,/api/v1/events/229/registrations,,,2000-09-14 00:00:00 UTC,2000-09-15 00:00:00 UTC,2000-09-14,2000-09-15,,[]
UIAA Worldcup - Rovereto (ITA) 2000,148,Rovereto,222,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/222,/api/v1/events/222/registrations,,,2000-09-15 00:00:00 UTC,2000-09-16 00:00:00 UTC,2000-09-15,2000-09-16,,"[{'id': 260, 'kind': 'boulder', 'event_id': 222, 'created_at': '2020-01-31T09:02:22.000Z', 'updated_at': '2020-01-31T09:02:22.000Z', 'settings': None}]"
UIAA Worldcup - Lecco (ITA) 2000,148,Lecco,223,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/223,/api/v1/events/223/registrations,,,2000-09-22 00:00:00 UTC,2000-09-23 00:00:00 UTC,2000-09-22,2000-09-23,,"[{'id': 261, 'kind': 'lead', 'event_id': 223, 'created_at': '2020-01-31T09:02:24.000Z', 'updated_at': '2020-02-14T15:15:56.000Z', 'settings': None}]"
UIAA Worldcup - Courmayeur (ITA) 2000,148,Courmayeur,224,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/224,/api/v1/events/224/registrations,,,2000-09-28 00:00:00 UTC,2000-09-29 00:00:00 UTC,2000-09-28,2000-09-29,,"[{'id': 262, 'kind': 'lead', 'event_id': 224, 'created_at': '2020-01-31T09:02:26.000Z', 'updated_at': '2020-02-14T15:15:56.000Z', 'settings': None}]"
UIAA European Championship - München (GER) 2000,153,EM München,230,,,[],/api/v1/events/230,/api/v1/events/230/registrations,,,2000-10-06 00:00:00 UTC,2000-10-07 00:00:00 UTC,2000-10-06,2000-10-07,,"[{'id': 269, 'kind': 'lead', 'event_id': 230, 'created_at': '2020-01-31T09:02:55.000Z', 'updated_at': '2020-01-31T09:02:55.000Z', 'settings': None}, {'id': 270, 'kind': 'speed', 'event_id': 230, 'created_at': '2020-01-31T09:02:56.000Z', 'updated_at': '2020-01-31T09:02:56.000Z', 'settings': None}]"
1. Int. SALEWA Masters - Scheidegg 2000,159,Scheidegg,239,,,[],/api/v1/events/239,/api/v1/events/239/registrations,,,2000-10-13 00:00:00 UTC,2000-10-14 00:00:00 UTC,2000-10-13,2000-10-14,,"[{'id': 280, 'kind': 'lead', 'event_id': 239, 'created_at': '2020-01-31T09:03:28.000Z', 'updated_at': '2020-01-31T09:03:28.000Z', 'settings': None}]"
European Youth Cup - L'Aprica (ITA) 2000,154,L'Aprica,232,European Youth Cup 2000,24.0,[],/api/v1/events/232,/api/v1/events/232/registrations,,,2000-10-27 00:00:00 UTC,2000-10-28 00:00:00 UTC,2000-10-27,2000-10-28,,"[{'id': 272, 'kind': 'lead', 'event_id': 232, 'created_at': '2020-01-31T09:03:05.000Z', 'updated_at': '2020-01-31T09:03:05.000Z', 'settings': None}]"
UIAA Worldcup - Nantes (FRA) 2000,148,Nantes,225,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/225,/api/v1/events/225/registrations,,,2000-11-01 00:00:00 UTC,2000-11-02 00:00:00 UTC,2000-11-01,2000-11-02,,"[{'id': 263, 'kind': 'lead', 'event_id': 225, 'created_at': '2020-01-31T09:02:29.000Z', 'updated_at': '2020-02-14T15:15:56.000Z', 'settings': None}, {'id': 264, 'kind': 'speed', 'event_id': 225, 'created_at': '2020-01-31T09:02:30.000Z', 'updated_at': '2020-01-31T09:02:30.000Z', 'settings': None}]"
UIAA Worldcup - Kranj (SLO) 2000,148,Kranj,226,UIAA Climbing-Worldcup 2000,23.0,[],/api/v1/events/226,/api/v1/events/226/registrations,,,2000-11-16 00:00:00 UTC,2000-11-17 00:00:00 UTC,2000-11-16,2000-11-17,,"[{'id': 265, 'kind': 'lead', 'event_id': 226, 'created_at': '2020-01-31T09:02:33.000Z', 'updated_at': '2020-02-14T15:15:55.000Z', 'settings': None}]"
UIAA Asian Championship - Kuala Lumpur (MAS) 2000,151,Kuala Lumpur,228,,,[],/api/v1/events/228,/api/v1/events/228/registrations,,,2000-11-23 00:00:00 UTC,2000-11-24 00:00:00 UTC,2000-11-23,2000-11-24,,"[{'id': 267, 'kind': 'lead', 'event_id': 228, 'created_at': '2020-01-31T09:02:45.000Z', 'updated_at': '2020-01-31T09:02:45.000Z', 'settings': None}, {'id': 268, 'kind': 'speed', 'event_id': 228, 'created_at': '2020-01-31T09:02:47.000Z', 'updated_at': '2020-01-31T09:02:47.000Z', 'settings': None}]"
European Youth Cup - Kranj (SLO) 2000,154,Kranj,233,European Youth Cup 2000,24.0,[],/api/v1/events/233,/api/v1/events/233/registrations,,,2000-12-01 00:00:00 UTC,2000-12-02 00:00:00 UTC,2000-12-01,2000-12-02,,"[{'id': 273, 'kind': 'lead', 'event_id': 233, 'created_at': '2020-01-31T09:03:09.000Z', 'updated_at': '2020-01-31T09:03:09.000Z', 'settings': None}]"
