,firstname,lastname,current,sigma,mu
3883,Jonas,UTELLI,"N(mu=1.032, sigma=0.313)",0.31295896731572986,1.0315555440356927
696,Hamish,MCARTHUR,"N(mu=1.031, sigma=0.252)",0.2519557667600106,1.0305858431119732
6923,Jason,CAMPBEL,"N(mu=1.025, sigma=0.714)",0.7143863396171766,1.025405385365174
11850,Haruki,UEMURA,"N(mu=1.023, sigma=0.512)",0.5115889822947786,1.0230959626522493
7060,Nicolas,LE GALL,"N(mu=1.021, sigma=0.716)",0.7163498428550051,1.0211505566803691
2101,Dohyun,LEE,"N(mu=1.020, sigma=0.265)",0.26527166589105816,1.0195171733270776
2249,Keita,MOGAKI,"N(mu=1.019, sigma=0.277)",0.27697075121505627,1.018987908005225
425,Stephane,JULIEN,"N(mu=1.015, sigma=0.717)",0.7169780758787649,1.014577671993832
5648,Roman,VAN DER WERF,"N(mu=1.010, sigma=0.328)",0.32840795828310926,1.0098613916348667
7016,Damien,JANDENAND,"N(mu=1.006, sigma=0.458)",0.45761278789501236,1.0058211111077644
4477,Timmy,FAIRFIELD,"N(mu=1.001, sigma=0.363)",0.36318744912892736,1.0005388527915806
2306,Taito,NAKAGAMI,"N(mu=0.994, sigma=0.370)",0.37001862270560726,0.9935105094690877
5051,Cédric,LO PICCOLO,"N(mu=0.993, sigma=0.345)",0.3454116335853206,0.9927827847456628
6659,Werner,THON,"N(mu=0.992, sigma=0.313)",0.31310085410298527,0.9917005232997602
4601,Reinhard,FICHTINGER,"N(mu=0.988, sigma=0.198)",0.19782609276355462,0.9884450172402728
6753,Florian,HAGE,"N(mu=0.988, sigma=0.257)",0.25664890469100904,0.9879599409129219
6514,Tadej,SLABE,"N(mu=0.982, sigma=0.365)",0.3653402851870314,0.9822309744759641
6128,Ben,HOBERG,"N(mu=0.975, sigma=1.035)",1.0348026632954537,0.9751446841765183
4602,Aljosa,GROM,"N(mu=0.971, sigma=0.186)",0.1857345780240165,0.9712294034962181
441,Thomas,CALEYRON,"N(mu=0.969, sigma=0.589)",0.5894910974372437,0.9688229869757133
775,Eric,LOPEZ MATEOS,"N(mu=0.969, sigma=0.246)",0.24564783324878953,0.9687596497798201
5154,Takuya,TAKEDA,"N(mu=0.966, sigma=0.592)",0.5920527615974333,0.9661594502271429
4588,Marek,HAVLIK,"N(mu=0.950, sigma=0.215)",0.21458491029133472,0.9497368018801208
